,bucket,config,output,domain,horizion,prefix,timestep,ensemble,source,version,startDate,endDate,http_pattern
166,long_range_mem1,long_range,channel_rt,conus,480,,6,1,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/long_range/nwm.t{HH}z.long_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
167,long_range_mem1,long_range,land,conus,120,,24,1,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/long_range/nwm.t{HH}z.long_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
168,long_range_mem1,long_range,reservoir,conus,480,,6,1,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/long_range/nwm.t{HH}z.long_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
169,long_range_mem2,long_range,channel_rt,conus,480,,6,2,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/long_range/nwm.t{HH}z.long_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
170,long_range_mem2,long_range,land,conus,120,,24,2,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/long_range/nwm.t{HH}z.long_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
171,long_range_mem2,long_range,reservoir,conus,480,,6,2,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/long_range/nwm.t{HH}z.long_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
172,long_range_mem3,long_range,channel_rt,conus,480,,6,3,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/long_range/nwm.t{HH}z.long_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
173,long_range_mem3,long_range,land,conus,120,,24,3,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/long_range/nwm.t{HH}z.long_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
174,long_range_mem3,long_range,reservoir,conus,480,,6,3,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/long_range/nwm.t{HH}z.long_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
175,long_range_mem4,long_range,channel_rt,conus,480,,6,4,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/long_range/nwm.t{HH}z.long_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
176,long_range_mem4,long_range,land,conus,120,,24,4,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/long_range/nwm.t{HH}z.long_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
177,long_range_mem4,long_range,reservoir,conus,480,,6,4,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/long_range/nwm.t{HH}z.long_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
178,medium_range_mem1,medium_range,channel_rt,conus,960,,1,1,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
179,medium_range_mem1,medium_range,land,conus,320,,3,1,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
180,medium_range_mem1,medium_range,reservoir,conus,960,,1,1,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
181,medium_range_mem1,medium_range,terrain_rt,conus,320,,3,1,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
182,medium_range_mem2,medium_range,channel_rt,conus,816,,1,2,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
183,medium_range_mem2,medium_range,land,conus,272,,3,2,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
184,medium_range_mem2,medium_range,reservoir,conus,816,,1,2,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
185,medium_range_mem2,medium_range,terrain_rt,conus,272,,3,2,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
186,medium_range_mem3,medium_range,channel_rt,conus,816,,1,3,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
187,medium_range_mem3,medium_range,land,conus,272,,3,3,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
188,medium_range_mem3,medium_range,reservoir,conus,816,,1,3,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
189,medium_range_mem3,medium_range,terrain_rt,conus,272,,3,3,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
190,medium_range_mem4,medium_range,channel_rt,conus,816,,1,4,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
191,medium_range_mem4,medium_range,land,conus,272,,3,4,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
192,medium_range_mem4,medium_range,reservoir,conus,816,,1,4,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
193,medium_range_mem4,medium_range,terrain_rt,conus,272,,3,4,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
194,medium_range_mem5,medium_range,channel_rt,conus,816,,1,5,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
195,medium_range_mem5,medium_range,land,conus,272,,3,5,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
196,medium_range_mem5,medium_range,reservoir,conus,816,,1,5,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
197,medium_range_mem5,medium_range,terrain_rt,conus,272,,3,5,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
198,medium_range_mem6,medium_range,channel_rt,conus,816,,1,6,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
199,medium_range_mem6,medium_range,land,conus,272,,3,6,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
200,medium_range_mem6,medium_range,reservoir,conus,816,,1,6,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
201,medium_range_mem6,medium_range,terrain_rt,conus,272,,3,6,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
202,medium_range_mem7,medium_range,channel_rt,conus,816,,1,7,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
203,medium_range_mem7,medium_range,land,conus,272,,3,7,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
204,medium_range_mem7,medium_range,reservoir,conus,816,,1,7,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
205,medium_range_mem7,medium_range,terrain_rt,conus,272,,3,7,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
206,medium_range_no_da,medium_range_no_da,channel_rt,conus,320,,3,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range_no_da/nwm.t{HH}z.medium_range_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
207,short_range,short_range,channel_rt,conus,432,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
208,short_range,short_range,land,conus,432,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
209,short_range,short_range,reservoir,conus,432,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
210,short_range,short_range,terrain_rt,conus,432,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
211,short_range_hawaii,short_range,channel_rt,hawaii,384,,55,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
212,short_range_hawaii,short_range,land,hawaii,96,,100,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
213,short_range_hawaii,short_range,reservoir,hawaii,384,,55,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
214,short_range_hawaii,short_range,terrain_rt,hawaii,384,,55,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
215,short_range_hawaii_no_da,short_range_no_da,channel_rt,hawaii,384,,55,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range_no_da/nwm.t{HH}z.short_range_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
216,short_range_puertorico,short_range,channel_rt,puertorico,96,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
217,short_range_puertorico,short_range,land,puertorico,96,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
218,short_range_puertorico,short_range,reservoir,puertorico,96,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
219,short_range_puertorico,short_range,terrain_rt,puertorico,96,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
220,short_range_puertorico_no_da,short_range_no_da,channel_rt,puertorico,96,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range_no_da/nwm.t{HH}z.short_range_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
221,analysis_assim,analysis_assim,channel_rt,conus,72,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
222,analysis_assim,analysis_assim,land,conus,72,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
223,analysis_assim,analysis_assim,reservoir,conus,72,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
224,analysis_assim,analysis_assim,terrain_rt,conus,72,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
225,analysis_assim_extend,analysis_assim_extend,channel_rt,conus,28,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim_extend/nwm.t{HH}z.analysis_assim_extend.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
226,analysis_assim_extend,analysis_assim_extend,land,conus,28,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim_extend/nwm.t{HH}z.analysis_assim_extend.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
227,analysis_assim_extend,analysis_assim_extend,reservoir,conus,28,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim_extend/nwm.t{HH}z.analysis_assim_extend.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
228,analysis_assim_extend,analysis_assim_extend,terrain_rt,conus,28,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim_extend/nwm.t{HH}z.analysis_assim_extend.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
229,analysis_assim_extend_no_da,analysis_assim_extend_no_da,channel_rt,conus,28,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim_extend_no_da/nwm.t{HH}z.analysis_assim_extend_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
230,analysis_assim_hawaii,analysis_assim,channel_rt,hawaii,288,,55,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
231,analysis_assim_hawaii,analysis_assim,land,hawaii,72,,100,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
232,analysis_assim_hawaii,analysis_assim,reservoir,hawaii,288,,55,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
233,analysis_assim_hawaii,analysis_assim,terrain_rt,hawaii,288,,55,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
234,analysis_assim_hawaii_no_da,analysis_assim_no_da,channel_rt,hawaii,288,,55,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim_no_da/nwm.t{HH}z.analysis_assim_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
235,analysis_assim_long,analysis_assim_long,channel_rt,conus,48,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim_long/nwm.t{HH}z.analysis_assim_long.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
236,analysis_assim_long,analysis_assim_long,land,conus,48,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim_long/nwm.t{HH}z.analysis_assim_long.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
237,analysis_assim_long,analysis_assim_long,reservoir,conus,48,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim_long/nwm.t{HH}z.analysis_assim_long.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
238,analysis_assim_long_no_da,analysis_assim_long_no_da,channel_rt,conus,48,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim_long_no_da/nwm.t{HH}z.analysis_assim_long_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
239,analysis_assim_no_da,analysis_assim_no_da,channel_rt,conus,72,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim_no_da/nwm.t{HH}z.analysis_assim_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
240,analysis_assim_puertorico,analysis_assim,channel_rt,puertorico,72,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
241,analysis_assim_puertorico,analysis_assim,land,puertorico,72,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
242,analysis_assim_puertorico,analysis_assim,reservoir,puertorico,72,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
243,analysis_assim_puertorico,analysis_assim,terrain_rt,puertorico,72,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
244,analysis_assim_puertorico_no_da,analysis_assim_no_da,channel_rt,puertorico,72,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim_no_da/nwm.t{HH}z.analysis_assim_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
245,forcing_analysis_assim,analysis_assim,forcing,conus,72,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.forcing{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
246,forcing_analysis_assim_extend,analysis_assim_extend,forcing,conus,28,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim_extend/nwm.t{HH}z.analysis_assim_extend.forcing{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
247,forcing_analysis_assim_hawaii,analysis_assim,forcing,hawaii,72,,1,NA,nomads,v2.2,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/v2.2/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.forcing{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
